DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	1q32.1	1	200908434	NR	C1orf106			55765			rs7554511-C	rs7554511	0	7554511	intron_variant	0	0.72	7E-31	30.154901959985743	(EA)	1.1808171		Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	9p24.1	9	4981601	NR	HNRNPA1P41 - JAK2	100128701	3717		35639	3485	rs75900472-C	rs75900472	0	75900472	intergenic_variant	1	0.3496	1E-28	28.0	(EA)	1.1539809	[1.13-1.18]	Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	5q33.3	5	159400761	NR	LOC285626 - LOC285627	285626	285627		37927	47795	rs56167332-A	rs56167332	0	56167332	intron_variant	1	0.3375	7E-27	26.154901959985743	(EA)	1.1518488	[1.13-1.18]	Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	9q34.3	9	136371953	NR	CARD9			64170			rs10781499-A	rs10781499	0	10781499	synonymous_variant	0	0.4263	4E-26	25.397940008672037	(EA)	1.142511	[1.12-1.17]	Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	17q12	17	39756124	NR	GRB7 - IKZF3	2886	22806		8839	1591	rs12946510-A	rs12946510	0	12946510	regulatory_region_variant	1	0.4675	1E-25	25.0	(EA)	1.141072	[1.12-1.17]	Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	7q31.1	7	107839681	NR	PIGCP2 - LOC105375444	100128307	105375444		29890	16714	rs6466198-?	rs6466198	0	6466198	intergenic_variant	1	NR	2E-25	24.69897000433602	(EA)			Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	1q23.3	1	161502368	NR	LOC105371473 - FCGR2A	105371473	2212		6676	3047	rs10800309-?	rs10800309	0	10800309	intergenic_variant	1	NR	4E-25	24.397940008672037	(EA)			Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	7q31.1	7	107839870	NR	PIGCP2 - LOC105375444	100128307	105375444		30079	16525	rs4380874-A	rs4380874	0	4380874	intergenic_variant	1	0.4093	6E-25	24.221848749616356	(EA)	1.1398237	[1.11-1.16]	Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	2p16.1	2	60977721	NR	PUS10			150962			rs7608910-G	rs7608910	0	7608910	intron_variant	0	0.3909	1E-23	23.0	(EA)	1.1355296	[1.11-1.16]	Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	6q23.3	6	137685367	NR	LOC102723649 - LOC442263	102723649	442263		10813	20456	rs6920220-A	rs6920220	0	6920220	intron_variant	1	0.2086	5E-22	21.30102999566398	(EA)	1.1582799	[1.13-1.19]	Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	11q13.5	11	76588150	NR	C11orf30 - LOC101928813	56946	101928813		35249	20001	rs2155219-A	rs2155219	0	2155219	regulatory_region_variant	1	0.4994	8E-21	20.096910013008056	(EA)	1.1254078	[1.1-1.15]	Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	10q21.2	10	62685804	NR	ZNF365 - ALDH7A1P4	22891	544		13793	55186	rs10761659-G	rs10761659	0	10761659	intergenic_variant	1	0.54	2E-20	19.69897000433602	(EA)	1.1244732		Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	11q23.2	11	114559688	NR	NXPE2, NXPE1			120406, 120400			rs661054-?	rs661054	0	661054	intron_variant	0	NR	3E-20	19.522878745280337	(EA)			Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	11q23.2	11	114516108	NR	NXPE2			120406			rs561722-G	rs561722	0	561722	intergenic_variant	0	0.66	4E-20	19.397940008672037	(EA)	1.1328671		Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	7q31.1	7	107839681	NR	PIGCP2 - LOC105375444	100128307	105375444		29890	16714	rs6466198-?	rs6466198	0	6466198	intergenic_variant	1	NR	1E-18	18.0	(EA)			Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	1q32.1	1	200132792	NR	NR5A2			2494			rs2816958-G	rs2816958	0	2816958	intron_variant	0	0.89	1E-18	18.0	(EA)	1.1982042		Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	1q21.3	1	151829204	NR	RORC			6097			rs4845604-G	rs4845604	0	4845604	intron_variant	0	0.85	1E-18	18.0	(EA)	1.1778549		Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	2q37.3	2	240630275	NR	GPR35			2859			rs3749171-A	rs3749171	0	3749171	missense_variant	0	0.1806	4E-18	17.397940008672037	(EA)	1.1533448	[1.12-1.19]	Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	13q12.13	13	26957130	NR	FGFR1OP2P1 - RPS21P8	100873883	100873798		51354	20418	rs17085007-G	rs17085007	0	17085007	regulatory_region_variant	1	0.1799	1E-16	16.0	(EA)	1.1413064	[1.11-1.17]	Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Ulcerative colitis	6,968 European ancestry cases, 20,464 European ancestry controls	10,679 European ancestry cases, 26,715 European ancestry controls, 397 Iranian ancestry cases, 342 Iranian ancestry controls, 1,239 Indian ancestry cases, 990 Indian ancestry controls, 1,134 East Asian ancestry cases, 3,719 East Asian ancestry controls	20q13.12	20	44440356	NR	HNF4A - LINC01430	3172	101927242		7511	8421	rs4812833-A	rs4812833	0	4812833	intron_variant	1	0.52	2E-16	15.698970004336019	(EA)	1.1088746		Affymetrix, Illumina [~ 9000000] (imputed)	N	ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	GCST003045	Genome-wide genotyping array
