DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	2q32.1	2	186711652	ITGAV, FAM171B	FAM171B			165215			rs144344067-A	rs144344067	0	144344067	intron_variant	0	0.895	1E-8	8.0		1.12	1.08-1.16	Illumina [9725440] (imputed)	N	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	GCST004131	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	2q37.3	2	241545286	intergenic	BOK-AS1			100379249			rs76527535-C	rs76527535	0	76527535	intron_variant	0	0.745	3E-8	7.522878745280337		1.09	1.06-1.12	Illumina [9725440] (imputed)	N	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	GCST004131	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	3p13	3	71126344	FOXP1	FOXP1			27086			rs2593855-C	rs2593855	0	2593855	intron_variant	0	0.663	3E-9	8.522878745280337		1.09	1.06-1.11	Illumina [9725440] (imputed)	N	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	GCST004131	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	3q12.3	3	101304904	IMPG2, SENP7	IMPG2			50939			rs503734-A	rs503734	0	503734	intron_variant	0	0.513	3E-8	7.522878745280337		1.07	1.05-1.10	Illumina [9725440] (imputed)	N	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	GCST004131	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	4p14	4	38586832	intergenic	LOC105374411 - LOC102723415	105374411	102723415		13494	12273	rs11734570-A	rs11734570	0	11734570	intergenic_variant	1	0.368	5E-8	7.301029995663981		1.07	1.05-1.10	Illumina [9725440] (imputed)	N	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	GCST004131	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	6p21.1	6	42039665	CCND3	CCND3			896			rs67289879-T	rs67289879	0	67289879	intron_variant	0	0.179	3E-8	7.522878745280337		1.09	1.06-1.13	Illumina [9725440] (imputed)	N	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	GCST004131	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	7p22.1	7	6505557	FLJ20306, DAGLB, KDELR2, GRID2IP	GRID2IP			392862			rs11768365-A	rs11768365	0	11768365	intron_variant	0	0.816	4E-8	7.3979400086720375		1.09	1.06-1.12	Illumina [9725440] (imputed)	N	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	GCST004131	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	7p21.1	7	20537675	ITGB8	ITGB8 - EEF1A1P27	3696	100130234		121916	44404	rs149169037-G	rs149169037	0	149169037	intergenic_variant	1	0.895	3E-8	7.522878745280337		1.14	1.10-1.19	Illumina [9725440] (imputed)	N	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	GCST004131	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	7q36.1	7	148738247	CUL1, EZH2	CUL1			8454			rs243505-A	rs243505	0	243505	intron_variant	0	0.624	3E-10	9.522878745280337		1.08	1.06-1.11	Illumina [9725440] (imputed)	N	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	GCST004131	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	10q26.13	10	124750812	METTL10, FAM175B, RP11-12J10.3, FAM53B	FAM53B - METTL10	9679	399818		6451	7019	rs111456533-G	rs111456533	0	111456533	intron_variant	1	0.829	1E-9	9.0		1.11	1.08-1.14	Illumina [9725440] (imputed)	N	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	GCST004131	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	16q23.3	16	81883307	PLCG2	PLCG2			5336			rs11548656-A	rs11548656	0	11548656	missense_variant	0	0.961	5E-11	10.301029995663981		1.27	1.20-1.34	Illumina [9725440] (imputed)	N	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	GCST004131	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	20p12.3	20	6113242	FERMT1	FERMT1			55612			rs4256018-G	rs4256018	0	4256018	intron_variant	0	0.25	1E-8	8.0		1.08	1.05-1.11	Illumina [9725440] (imputed)	N	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	GCST004131	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	1q21.3	1	151829204	RORC	RORC			6097			rs4845604-?	rs4845604	0	4845604	intron_variant	0	NR	7E-14	13.154901959985743				Illumina [9725440] (imputed)	N	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	GCST004131	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	16q12.1	16	50712015	SNX20, NOD2, CYLD, NKD1	NOD2			64127			rs2066844-?	rs2066844	0	2066844	missense_variant	0		6E-99	98.22184874961636				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	2q37.1	2	233252802	ATG16L1	ATG16L1			55054			rs6752107-?	rs6752107	0	6752107	intron_variant	0		2E-61	60.69897000433602				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	5p13.1	5	40410482	Intergenic	LOC105374736 - LOC105374737	105374736	105374737		82831	189468	rs11742570-?	rs11742570	0	11742570	regulatory_region_variant	1		1E-55	55.0				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	10q21.2	10	62685804	ADO, ZNF365	ZNF365 - ALDH7A1P4	22891	544		13793	55186	rs10761659-?	rs10761659	0	10761659	intergenic_variant	1		8E-29	28.096910013008056				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	11q13.5	11	76588605	Intergenic	C11orf30 - LOC101928813	56946	101928813		35704	19546	rs11236797-?	rs11236797	0	11236797	regulatory_region_variant	1		9E-28	27.045757490560675				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	5q33.3	5	159400761	UBLCP1, IL12B	LOC285626 - LOC285627	285626	285627		37927	47795	rs56167332-?	rs56167332	0	56167332	intron_variant	1		1E-27	27.0				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	21q21.1	21	15445619	Intergenic	LOC101927745 - CYCSP42	101927745	343727		836	44905	rs2823286-?	rs2823286	0	2823286	intron_variant	1		6E-26	25.221848749616356				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	10q24.2	10	99524480	NKX2-3	LOC101927300 - LINC01475	101927300	101927324		86363	1870	rs4409764-?	rs4409764	0	4409764	intergenic_variant	1		2E-24	23.69897000433602				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	1q24.3	1	172884320	Intergenic	LOC105371618 - AIMP1P2	105371618	100873064		46533	1627	rs7517810-?	rs7517810	0	7517810	intron_variant	1		2E-21	20.69897000433602				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	22q13.1	22	39263768	SYNGR1, RPL3	PDGFB - LOC107985575	5155	107985575		18713	13592	rs2413583-?	rs2413583	0	2413583	intron_variant	1		8E-21	20.096910013008056				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	19p13.3	19	1124032	GPX4, SBNO2, STK11	SBNO2			22904			rs2024092-?	rs2024092	0	2024092	intron_variant	0		1E-20	20.0				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	18p11.21	18	12818923	PTPN2	PTPN2			5771			rs80262450-?	rs80262450	0	80262450	intron_variant	0		1E-20	20.0				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	6q27	6	166960059	RP11-514O12.4, RNASET2, FGFR1OP, CCR6	RNASET2 - LOC105378120	8635	105378120		3470	7980	rs1819333-?	rs1819333	0	1819333	intergenic_variant	1		2E-20	19.69897000433602				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	12q12	12	40346421	SLC2A13, LRRK2, MUC19	LRRK2			120892			rs148319899-?	rs148319899	0	148319899	intron_variant	0		6E-20	19.221848749616356				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	15q22.33	15	67150258	SMAD3	SMAD3			4088			rs17293632-?	rs17293632	0	17293632	intron_variant	0		2E-19	18.69897000433602				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	21q22.3	21	44195858	Intergenic	LOC105377139 - LOC107983952	105377139	107983952		4085	5934	rs7282490-?	rs7282490	0	7282490	intron_variant	1		2E-18	17.69897000433602				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	17q12	17	34266955	AC005549.3, CCL2, CCL7, CCL11	CCL2 - CCL7	6347	6354		9752	3261	rs3091316-?	rs3091316	0	3091316	intergenic_variant	1		2E-17	16.69897000433602				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	17q12	17	39756124	GSDMB, ORMDL3, LRRC3C, GRB7, ZPBP2, GSDMA, IKZF3	GRB7 - IKZF3	2886	22806		8839	1591	rs12946510-?	rs12946510	0	12946510	regulatory_region_variant	1		1E-16	16.0				Illumina [9560910] (imputed)	N	Crohn's disease	http://www.ebi.ac.uk/efo/EFO_0000384	GCST004132	Genome-wide genotyping array
